Users_Followers,Post_Length,Number of Mentions (@),Number of Hashtags (#),# of Favorites,# of Boosts,Post Time,Post has Media
1260,100,0,1,0,0,2024-11-21 00:28:09+00:00,1
207,498,1,0,0,0,2024-11-21 00:28:06+00:00,0
1237,199,1,0,0,0,2024-11-21 00:28:07+00:00,0
55,76,0,2,0,0,2024-11-21 00:28:06+00:00,1
1060,66,1,0,0,0,2024-11-21 00:28:06+00:00,0
1226,87,0,2,0,0,2024-11-21 00:28:02+00:00,0
2940,529,0,1,0,0,2024-11-21 00:27:38+00:00,1
213,38,1,0,0,0,2024-11-21 00:28:01.879000+00:00,0
740,78,0,0,0,0,2024-11-21 00:28:00+00:00,0
475,57,0,2,0,0,2024-11-21 00:27:59+00:00,0
2249,252,1,0,0,0,2024-11-21 00:27:59+00:00,0
41404,266,1,0,0,0,2024-11-21 00:21:16+00:00,0
57,73,1,0,0,0,2024-11-21 00:27:55+00:00,0
2540,343,1,0,0,2,2024-11-20 23:58:00+00:00,0
447,204,2,0,0,0,2024-11-21 00:27:49+00:00,0
3428,72,1,0,0,0,2024-11-21 00:27:46.345000+00:00,0
2540,295,1,0,0,2,2024-11-20 23:45:24+00:00,0
13940,65,0,0,0,0,2024-11-21 00:27:35+00:00,0
2189,134,0,1,0,0,2024-11-21 00:27:39+00:00,0
125,215,0,1,0,1,2024-11-21 00:27:38+00:00,0
986,57,1,0,0,0,2024-11-21 00:27:36+00:00,0
3368,265,0,0,0,0,2024-11-21 00:27:35+00:00,1
230,351,0,2,0,1,2024-11-21 00:27:36+00:00,1
36529,339,0,0,0,0,2024-11-21 00:27:28+00:00,0
1131,147,0,0,0,0,2024-11-21 00:27:24.249000+00:00,0
39574,306,1,0,0,0,2024-11-21 00:22:00+00:00,0
1,34,0,0,0,0,2024-11-21 00:27:09.256000+00:00,0
1270,32,6,0,0,0,2024-11-21 00:27:17.208000+00:00,0
271,38,0,0,0,0,2024-11-21 00:27:18.563000+00:00,0
1260,142,0,1,0,0,2024-11-21 00:27:08+00:00,1
5,90,1,0,0,0,2024-11-21 00:27:08+00:00,0
196,323,0,1,0,1,2024-11-21 00:27:09+00:00,0
55,214,0,3,0,0,2024-11-21 00:27:06+00:00,1
884,27,0,0,0,0,2024-11-21 00:27:05.852000+00:00,1
168,357,0,8,0,1,2024-11-21 00:27:03+00:00,1
1976,482,0,0,0,0,2024-11-21 00:33:20+00:00,0
36,161,1,0,0,0,2024-11-21 00:33:19+00:00,0
2848,418,1,0,0,0,2024-11-21 00:32:06+00:00,0
97,47,1,0,0,0,2024-11-21 00:33:18+00:00,0
172,67,0,0,0,0,2024-11-21 00:33:16+00:00,0
0,84,0,1,0,1,2024-11-21 00:33:16.996000+00:00,0
1260,168,0,1,0,0,2024-11-21 00:33:08+00:00,1
603,275,1,0,0,0,2024-11-21 00:33:09+00:00,0
269,133,0,0,0,0,2024-11-21 00:33:08+00:00,0
7717,68,0,0,0,0,2024-11-21 00:33:06+00:00,0
102,496,1,0,0,0,2024-11-21 00:33:03+00:00,0
3428,19,0,0,0,0,2024-11-21 00:33:04.325000+00:00,0
158,54,0,0,0,0,2024-11-21 00:33:05+00:00,0
1568,203,0,0,0,0,2024-11-21 00:33:02+00:00,0
30,111,1,0,0,0,2024-11-21 00:33:03+00:00,0
3028,76,1,0,0,0,2024-11-21 00:33:02+00:00,0
269,481,0,0,0,0,2024-11-21 00:33:00+00:00,0
113,142,0,0,0,0,2024-11-21 00:32:58+00:00,0
2430,409,2,0,0,0,2024-11-21 00:32:57+00:00,0
398864,294,1,0,0,0,2024-11-21 00:23:14+00:00,0
651,224,1,0,0,0,2024-11-21 00:32:54+00:00,0
1270,75,6,0,0,0,2024-11-21 00:32:54.185000+00:00,0
2540,204,1,0,0,1,2024-11-21 00:24:17+00:00,0
2453,11,0,0,0,0,2024-11-21 00:32:51+00:00,0
1720,365,0,4,0,0,2024-11-21 00:32:45+00:00,0
1702,93,1,0,0,0,2024-11-21 00:32:47+00:00,0
891,43,1,0,0,0,2024-11-21 00:32:47+00:00,0
298,34,0,0,0,0,2024-11-21 00:32:49+00:00,0
345,364,1,0,0,0,2024-11-21 00:32:39+00:00,0
2482,25,1,0,0,0,2024-11-21 00:32:34+00:00,0
4539,108,1,0,0,0,2024-11-21 00:32:34+00:00,0
605528,275,1,0,0,0,2024-11-21 00:24:23+00:00,0
865,234,1,0,0,0,2024-11-21 00:32:23+00:00,0
4549,36,1,0,0,0,2024-11-21 00:32:19+00:00,0
1720,244,0,4,0,0,2024-11-21 00:32:13+00:00,0
91,351,0,4,0,0,2024-11-21 00:32:21+00:00,0
626,147,0,0,0,0,2024-11-21 00:32:19+00:00,0
484,221,0,0,0,0,2024-11-21 00:32:19+00:00,0
489,37,1,0,0,0,2024-11-21 00:32:19+00:00,0
7029,183,0,0,0,0,2024-11-21 00:29:47+00:00,0
863,56,1,0,0,0,2024-11-21 00:38:22+00:00,0
57,151,1,0,0,0,2024-11-21 00:38:21+00:00,0
1222,39,1,0,0,0,2024-11-21 00:38:21+00:00,0
224,54,1,0,0,0,2024-11-21 00:38:19+00:00,0
24769,71,0,0,0,0,2024-11-21 00:38:17+00:00,1
339,178,1,0,0,0,2024-11-21 00:38:17.182000+00:00,0
22,207,1,0,0,0,2024-11-21 00:38:16+00:00,0
483,142,0,0,0,0,2024-11-21 00:38:15+00:00,0
719,57,1,0,0,0,2024-11-21 00:38:14+00:00,0
1038,0,0,0,0,0,2024-11-21 00:38:13+00:00,1
1,74,0,0,0,0,2024-11-21 00:38:11.715000+00:00,0
20,159,0,5,0,1,2024-11-21 00:38:11+00:00,0
1260,115,0,1,0,0,2024-11-21 00:38:08+00:00,1
49,39,0,0,0,0,2024-11-21 00:38:07+00:00,0
55,143,0,2,0,0,2024-11-21 00:38:05+00:00,1
771,26,1,0,0,0,2024-11-21 00:38:00+00:00,0
1675,28,1,0,0,0,2024-11-21 00:38:02+00:00,1
1358,50,1,0,0,0,2024-11-21 00:37:55.742000+00:00,0
138,19,1,0,0,0,2024-11-21 00:37:55+00:00,0
1702,73,1,0,0,0,2024-11-21 00:37:47+00:00,0
204,577,1,0,0,0,2024-11-21 00:37:54+00:00,0
4035,113,0,0,0,0,2024-11-21 00:37:52+00:00,0
180,572,0,2,0,0,2024-11-21 00:37:51+00:00,0
1746,39,1,0,0,0,2024-11-21 00:37:50+00:00,1
55,114,0,0,0,0,2024-11-21 00:37:29+00:00,0
20,131,0,6,0,1,2024-11-21 00:37:49+00:00,0
2848,124,1,0,0,0,2024-11-21 00:35:20+00:00,0
0,205,0,1,0,1,2024-11-21 00:37:46.130000+00:00,0
1,128,0,2,0,0,2024-11-21 00:37:44+00:00,0
1,118,2,0,0,0,2024-11-21 00:37:39+00:00,0
4290,161,0,0,0,0,2024-11-21 00:37:40+00:00,0
1369,44,1,0,0,0,2024-11-21 00:37:38+00:00,0
0,114,3,0,0,0,2024-11-21 00:37:36+00:00,0
248,29,0,1,0,0,2024-11-21 00:37:34+00:00,0
3428,54,1,0,0,0,2024-11-21 00:37:29.082000+00:00,0
771,39,0,0,0,0,2024-11-21 00:37:25+00:00,0
36,56,1,0,0,0,2024-11-21 00:37:24+00:00,0
603,514,1,0,0,0,2024-11-21 00:37:20+00:00,0
983,328,1,0,0,0,2024-11-21 00:37:17+00:00,0
167,299,0,5,0,1,2024-11-21 00:37:17+00:00,0
1116,75,2,0,0,0,2024-11-21 00:43:19.988000+00:00,0
3009,404,0,13,0,0,2024-11-21 00:43:18+00:00,0
2092,3,0,0,0,0,2024-11-21 00:43:00+00:00,0
1260,64,0,1,0,0,2024-11-21 00:43:13+00:00,1
1003,133,0,1,0,0,2024-11-21 00:43:15+00:00,0
1047,135,0,0,0,0,2024-11-21 00:43:13+00:00,0
653,66,0,0,0,0,2024-11-21 00:42:42.981000+00:00,0
4181,66,0,0,0,0,2024-11-21 00:43:11+00:00,0
197,100,1,0,0,0,2024-11-21 00:43:10+00:00,0
1260,110,0,1,0,0,2024-11-21 00:43:08+00:00,1
57774,289,1,0,0,0,2024-11-20 23:16:05+00:00,0
837,163,0,1,0,0,2024-11-21 00:43:08+00:00,0
24769,12,0,0,0,0,2024-11-21 00:42:59+00:00,1
55,83,0,2,0,0,2024-11-21 00:43:05+00:00,1
884,59,2,0,0,0,2024-11-21 00:43:05+00:00,0
740,155,0,0,0,0,2024-11-21 00:43:03+00:00,0
67,199,1,0,0,0,2024-11-21 00:43:02+00:00,0
4207,313,0,5,0,0,2024-11-21 00:43:01+00:00,0
2092,19,0,0,0,0,2024-11-21 00:42:56+00:00,0
58,93,2,0,0,0,2024-11-21 00:43:01+00:00,0
3,46,1,0,0,0,2024-11-21 00:42:55+00:00,1
39574,249,1,0,0,0,2024-11-21 00:33:00+00:00,0
824,71,1,0,0,0,2024-11-21 00:42:52+00:00,0
1,30,1,0,0,0,2024-11-21 00:42:53.742000+00:00,0
3166,109,0,0,0,0,2024-11-21 00:42:52+00:00,0
329,104,0,0,0,0,2024-11-21 00:42:47+00:00,0
2473,242,1,3,0,0,2024-11-21 00:42:49+00:00,0
204,199,1,0,0,0,2024-11-21 00:42:49+00:00,0
1806,86,0,0,0,1,2024-11-21 00:42:48+00:00,1
207,167,1,0,0,0,2024-11-21 00:42:45+00:00,0
0,42,1,0,0,0,2024-11-21 00:42:48.747000+00:00,0
185,104,0,0,0,0,2024-11-21 00:42:47+00:00,0
569,48,0,0,0,0,2024-11-21 00:42:43.248000+00:00,0
1,31,1,0,0,0,2024-11-21 00:42:43.194000+00:00,0
901,73,1,0,0,0,2024-11-21 00:42:39+00:00,0
647,380,0,6,0,0,2024-11-21 00:42:39+00:00,0
490,10,0,0,0,0,2024-11-21 00:42:35+00:00,1
270,40,1,0,0,0,2024-11-21 00:42:34+00:00,0
1455,23,0,0,0,0,2024-11-21 00:42:33+00:00,0
133,50,1,0,0,0,2024-11-21 00:42:32+00:00,0
6603,89,1,0,0,0,2024-11-21 00:48:23+00:00,0
531,79,0,0,0,0,2024-11-21 00:48:25+00:00,0
1675,60,2,0,0,0,2024-11-21 00:48:24+00:00,0
3428,37,1,0,0,0,2024-11-21 00:48:22.977000+00:00,0
19019,67,1,0,0,0,2024-11-21 00:48:21+00:00,0
2965,69,1,0,0,0,2024-11-21 00:48:21+00:00,0
15,37,0,0,0,0,2024-11-21 00:48:22+00:00,0
2473,284,0,0,0,0,2024-11-21 00:48:21+00:00,0
36,309,1,0,0,0,2024-11-21 00:48:18+00:00,0
1260,58,0,1,0,0,2024-11-21 00:48:16+00:00,1
53,89,1,0,0,0,2024-11-21 00:48:19+00:00,0
2523,121,1,0,0,0,2024-11-21 00:48:16+00:00,0
3920,122,1,0,0,0,2024-11-21 00:48:17+00:00,0
3428,67,1,0,0,0,2024-11-21 00:48:15.270000+00:00,0
21,27,0,0,0,1,2024-11-21 00:48:14.470000+00:00,1
1225,282,0,3,0,1,2024-11-21 00:48:13+00:00,0
1196,34,3,0,0,0,2024-11-21 00:48:11+00:00,0
55,161,0,2,0,0,2024-11-21 00:48:09+00:00,1
810,269,0,28,0,0,2024-11-21 00:48:02.929000+00:00,1
418,152,1,0,0,0,2024-11-21 00:48:07+00:00,0
546,40,1,0,0,0,2024-11-21 00:48:04+00:00,0
3017,33,1,0,0,0,2024-11-21 00:48:03+00:00,0
15932,195,0,0,0,0,2024-11-21 00:47:58+00:00,0
3428,90,1,0,0,0,2024-11-21 00:48:04.307000+00:00,0
11,404,0,5,0,1,2024-11-21 00:48:02+00:00,1
55,495,0,0,0,0,2024-11-21 00:48:01+00:00,0
38,41,1,0,0,0,2024-11-21 00:47:55+00:00,0
3326,388,1,0,0,0,2024-11-21 00:47:54+00:00,0
424,285,1,1,0,0,2024-11-21 00:47:52+00:00,0
307,76,1,0,0,0,2024-11-21 00:47:51+00:00,0
297,48,1,0,0,0,2024-11-21 00:47:47+00:00,0
137,84,1,0,0,0,2024-11-21 00:47:46+00:00,0
608,327,0,4,0,0,2024-11-21 00:47:42+00:00,0
1140,113,2,0,0,0,2024-11-21 00:47:45+00:00,0
667,91,2,0,0,0,2024-11-21 00:47:45+00:00,0
6603,179,1,0,0,0,2024-11-21 00:47:42+00:00,0
31,37,2,0,0,0,2024-11-21 00:47:35+00:00,1
161,97,0,0,0,0,2024-11-21 00:47:38+00:00,0
57774,246,1,0,0,0,2024-11-20 23:34:26+00:00,0
831,198,0,0,0,0,2024-11-21 00:47:37+00:00,0
2796,449,1,0,0,0,2024-11-21 00:53:23+00:00,1
13940,31,1,0,0,0,2024-11-21 00:53:17+00:00,0
994,73,0,1,0,0,2024-11-21 00:53:19+00:00,0
17,149,0,0,0,0,2024-11-21 00:52:59+00:00,1
24769,255,1,0,0,0,2024-11-21 00:53:15+00:00,0
495,324,0,6,0,0,2024-11-21 00:53:15+00:00,0
56,37,1,0,0,0,2024-11-21 00:53:12+00:00,0
55,80,0,2,0,0,2024-11-21 00:53:09+00:00,1
36,74,1,0,0,0,2024-11-21 00:53:05+00:00,0
722,208,1,0,0,0,2024-11-21 00:53:05+00:00,0
51,73,0,0,0,0,2024-11-21 00:53:06+00:00,0
23,23,1,0,0,0,2024-11-21 00:52:58+00:00,0
3428,9,0,0,0,0,2024-11-21 00:51:54.537000+00:00,0
106,102,1,0,0,0,2024-11-21 00:52:58+00:00,0
56,218,1,0,0,0,2024-11-21 00:52:58+00:00,0
3226,204,0,0,0,0,2024-11-21 00:52:51+00:00,0
564,35,1,0,0,0,2024-11-21 00:52:55+00:00,0
2954,62,0,0,0,0,2024-11-21 00:52:56+00:00,0
3428,38,0,0,0,0,2024-11-21 00:51:50.268000+00:00,0
1204,28,0,0,0,0,2024-11-21 00:52:50+00:00,1
1116,289,0,3,0,0,2024-11-21 00:52:48.891000+00:00,0
6365,100,0,6,0,0,2024-11-21 00:52:47+00:00,1
1040,100,1,0,0,0,2024-11-21 00:52:46+00:00,0
608,262,0,4,0,0,2024-11-21 00:52:42+00:00,0
696,16,1,0,0,0,2024-11-21 00:52:44+00:00,0
291,83,0,3,0,0,2024-11-21 00:52:39+00:00,1
200,533,1,6,0,0,2024-11-21 00:52:25+00:00,1
31,486,1,0,0,0,2024-11-21 00:52:34+00:00,0
104,220,1,0,0,0,2024-11-21 00:52:34+00:00,0
262,286,1,0,0,0,2024-11-21 00:52:31+00:00,0
404,92,1,0,0,0,2024-11-21 00:52:31+00:00,0
3428,93,3,0,0,0,2024-11-21 00:51:20.466000+00:00,0
126,19,1,0,0,0,2024-11-21 00:52:24+00:00,0
1426,353,1,1,0,0,2024-11-21 00:52:25+00:00,0
7965,345,0,12,0,0,2024-11-21 00:52:25+00:00,0
3428,103,2,0,0,0,2024-11-21 00:52:21.038000+00:00,0
322,304,1,0,0,0,2024-11-21 00:52:07+00:00,0
56,127,0,0,0,0,2024-11-21 00:52:23+00:00,0
474,229,0,4,0,1,2024-11-21 00:52:23+00:00,1
837,169,0,1,0,0,2024-11-21 00:52:17+00:00,0
616,46,1,0,0,0,2024-11-21 00:58:27+00:00,0
277,34,1,0,0,0,2024-11-21 00:58:21+00:00,0
766,31,1,0,0,0,2024-11-21 00:58:21+00:00,0
131,103,2,0,0,0,2024-11-21 00:58:21+00:00,0
1041,91,1,0,0,0,2024-11-21 00:58:19+00:00,0
3428,45,0,0,0,0,2024-11-21 00:57:03.982000+00:00,0
31439,294,1,0,0,0,2024-11-21 00:58:08+00:00,0
656,264,1,0,0,0,2024-11-21 00:58:12+00:00,0
655,192,0,0,0,0,2024-11-21 00:58:05+00:00,0
36,46,1,0,0,0,2024-11-21 00:58:09+00:00,0
474,184,0,4,0,1,2024-11-21 00:58:10+00:00,1
686,113,1,0,0,0,2024-11-21 00:58:06+00:00,0
55,205,0,8,0,1,2024-11-21 00:58:06+00:00,1
490,72,0,0,0,0,2024-11-21 00:58:06+00:00,0
404,432,0,1,0,1,2024-11-21 00:58:05+00:00,0
680,107,2,0,0,0,2024-11-21 00:58:03+00:00,0
504,38,1,0,0,0,2024-11-21 00:57:54+00:00,0
568,23,1,0,0,0,2024-11-21 00:57:43+00:00,0
696,14,1,0,0,0,2024-11-21 00:57:52+00:00,0
696,74,1,0,0,0,2024-11-21 00:57:46+00:00,0
437,165,3,0,0,0,2024-11-21 00:57:46+00:00,0
584,11,1,0,0,0,2024-11-21 00:57:46+00:00,0
544,36,1,0,0,0,2024-11-21 00:57:48+00:00,0
270,66,1,0,0,0,2024-11-21 00:57:47+00:00,0
36,109,1,0,0,0,2024-11-21 00:57:44+00:00,0
1393,157,0,0,0,0,2024-11-21 00:57:39+00:00,0
95,167,1,0,0,0,2024-11-21 00:57:42+00:00,0
746,43,0,1,0,0,2024-11-21 00:57:40+00:00,0
39,296,1,0,0,0,2024-11-21 00:57:35+00:00,0
3368,151,0,0,0,0,2024-11-21 00:57:34+00:00,1
331,102,1,0,0,0,2024-11-21 00:57:32+00:00,0
1747,203,0,0,0,0,2024-11-21 00:57:24+00:00,0
510,282,0,2,0,0,2024-11-21 00:54:00+00:00,0
184,461,0,6,0,0,2024-11-21 00:40:06+00:00,0
35,142,0,1,0,0,2024-11-21 00:57:29+00:00,0
116,80,0,1,0,0,2024-11-21 00:57:26+00:00,0
223,43,1,0,0,0,2024-11-21 00:57:26+00:00,0
1159,188,1,0,0,0,2024-11-21 00:57:22+00:00,0
124,56,1,0,0,0,2024-11-21 00:57:20+00:00,0
814,502,1,2,0,1,2024-11-21 00:57:17+00:00,0
378,87,0,0,0,0,2024-11-21 01:03:24+00:00,0
760,447,1,0,0,0,2024-11-21 01:03:26+00:00,0
681,18,1,0,0,0,2024-11-21 01:03:19+00:00,0
30359,466,0,0,0,0,2024-11-21 01:03:19+00:00,0
42,146,2,0,0,0,2024-11-21 01:03:19+00:00,0
245,118,0,0,0,0,2024-11-21 01:03:16+00:00,1
392,41,1,0,0,0,2024-11-21 01:03:15+00:00,0
408,423,0,1,0,1,2024-11-21 01:03:15+00:00,0
603,52,1,0,0,0,2024-11-20 22:03:12+00:00,0
2127,224,1,0,0,1,2024-11-21 01:03:15+00:00,0
223,12,1,0,0,0,2024-11-21 01:03:05+00:00,1
197,236,0,0,0,0,2024-11-21 01:03:11+00:00,0
140,414,0,0,0,0,2024-11-21 01:03:09+00:00,0
65,22,0,1,0,1,2024-11-21 01:03:10+00:00,1
55,291,0,5,0,0,2024-11-21 01:03:07+00:00,1
2351,149,0,0,0,0,2024-11-21 01:03:02+00:00,0
24769,142,1,0,0,0,2024-11-21 01:03:04+00:00,0
411,200,0,0,0,1,2024-11-21 01:03:05+00:00,0
460,144,1,2,0,1,2024-11-21 01:03:03+00:00,1
2189,306,1,0,0,0,2024-11-21 01:03:02+00:00,0
119,411,0,3,0,1,2024-11-21 01:03:00+00:00,0
30359,481,0,0,0,0,2024-11-21 01:03:00+00:00,0
439,453,0,3,0,1,2024-11-21 01:03:01+00:00,1
0,65,1,0,0,0,2024-11-21 01:02:48+00:00,0
2217,389,0,3,0,1,2024-11-21 01:03:00+00:00,0
743,102,1,0,0,0,2024-11-21 01:02:57+00:00,0
310,100,1,0,0,0,2024-11-21 01:02:54+00:00,0
1,175,2,0,0,0,2024-11-21 01:02:54.608000+00:00,0
2,348,0,8,0,1,2024-11-21 01:02:54+00:00,0
546,92,1,0,0,0,2024-11-21 01:02:44+00:00,0
3428,10,0,0,0,0,2024-11-21 01:02:41.666000+00:00,0
4,186,0,2,0,1,2024-11-21 01:02:42+00:00,0
608,176,0,3,0,0,2024-11-21 01:02:38+00:00,0
1542,108,1,0,0,0,2024-11-21 01:02:39+00:00,0
474,312,0,4,0,1,2024-11-21 01:02:38+00:00,1
56,76,0,2,0,1,2024-11-21 01:02:30+00:00,1
129,55,1,0,0,0,2024-11-21 01:02:31+00:00,1
283,205,1,0,0,0,2024-11-21 01:02:31+00:00,0
1393,49,1,0,0,0,2024-11-21 01:02:29+00:00,0
2432,103,0,0,0,0,2024-11-21 01:02:28+00:00,0
3469,150,0,0,0,0,2024-11-21 01:08:25+00:00,0
770,86,1,0,0,0,2024-11-21 01:08:26+00:00,0
343,173,0,0,0,0,2024-11-21 01:08:25+00:00,0
47,68,1,0,0,0,2024-11-21 01:08:25+00:00,0
713,53,0,1,0,0,2024-11-21 01:08:20+00:00,1
10,41,1,0,0,0,2024-11-21 01:08:22+00:00,0
1037,275,1,0,0,1,2024-11-21 00:01:00+00:00,0
484,246,0,0,0,0,2024-11-21 01:08:17+00:00,0
14,65,1,0,0,0,2024-11-21 01:08:15+00:00,0
1037,255,1,0,0,1,2024-11-21 00:01:00+00:00,0
1037,275,1,0,0,1,2024-11-20 23:44:25+00:00,0
1302,109,0,0,0,0,2024-11-21 01:08:10+00:00,0
55,196,0,6,0,0,2024-11-21 01:08:08+00:00,1
7838,88,0,0,0,0,2024-11-21 01:05:55+00:00,1
358,25,1,0,0,0,2024-11-21 01:08:03+00:00,0
363,337,2,0,0,0,2024-11-18 19:29:21+00:00,0
262,141,1,0,0,0,2024-11-21 01:08:01+00:00,0
6628,299,1,0,0,1,2024-11-21 03:31:56+00:00,0
20,90,1,0,0,0,2024-11-21 01:07:58+00:00,0
2149,115,0,4,0,1,2024-11-21 01:07:59+00:00,1
141,93,3,0,0,0,2024-11-21 01:07:47+00:00,0
655,90,0,1,0,0,2024-11-21 01:07:46+00:00,0
5454,137,0,0,0,0,2024-11-21 01:07:33+00:00,0
36,70,1,0,0,0,2024-11-21 01:07:45+00:00,0
470,41,1,0,0,0,2024-11-21 01:05:18+00:00,0
95,434,1,0,0,0,2024-11-21 01:07:45+00:00,0
166,29,1,0,0,0,2024-11-21 01:07:44+00:00,0
515,32,2,0,0,0,2024-11-21 01:07:45+00:00,0
120,78,0,3,0,1,2024-11-21 01:07:42+00:00,1
3912,60,1,0,0,0,2024-11-20 22:07:59+00:00,1
333,95,0,0,0,0,2024-11-21 01:07:39+00:00,0
6628,300,1,0,0,1,2024-11-21 03:50:14+00:00,0
5136,43,0,0,0,0,2024-11-21 01:07:35+00:00,0
84,70,1,0,0,0,2024-11-21 01:07:34+00:00,1
504,43,1,0,0,0,2024-11-21 01:07:29+00:00,0
2305,43,0,0,0,0,2024-11-21 01:07:22+00:00,0
6628,311,1,0,0,1,2024-11-21 03:35:18+00:00,0
64,54,1,0,0,0,2024-11-21 01:07:25+00:00,0
1105,33,1,0,0,0,2024-11-21 01:07:24+00:00,0
252,35,1,0,0,0,2024-11-21 01:07:24+00:00,0
1,53,0,0,0,0,2024-11-21 01:13:21.750000+00:00,0
513,133,1,0,0,0,2024-11-21 01:13:22+00:00,0
7161,302,0,0,0,0,2024-11-21 01:13:18+00:00,0
226,0,0,0,0,0,2024-11-21 01:13:13+00:00,1
9,173,0,7,0,1,2024-11-21 01:13:14+00:00,1
55,121,0,3,0,0,2024-11-21 01:13:12+00:00,1
2264,111,0,0,0,0,2024-11-21 01:13:11+00:00,0
210,42,1,0,0,0,2024-11-21 01:13:07+00:00,0
29,90,1,0,0,0,2024-11-21 01:13:08+00:00,0
1,109,0,0,0,0,2024-11-21 01:13:10.539000+00:00,0
484,38,0,1,0,0,2024-11-21 01:13:05+00:00,1
63,33,0,0,0,0,2024-11-21 01:13:05+00:00,1
4878,406,0,0,0,0,2024-11-20 22:25:52+00:00,0
288,11,0,0,0,0,2024-11-21 01:12:56+00:00,1
2172,24,0,0,0,0,2024-11-21 01:12:59+00:00,1
3359,38,1,0,0,0,2024-11-21 01:12:52+00:00,0
57774,210,0,0,0,0,2024-11-21 00:55:01+00:00,0
670,278,1,0,0,0,2024-11-21 01:12:34+00:00,0
57774,178,0,0,0,0,2024-11-20 17:25:51+00:00,0
99,57,1,0,0,0,2024-11-21 01:12:40+00:00,0
804,211,0,0,0,0,2024-11-21 01:12:36+00:00,0
262,168,0,0,0,0,2024-11-21 01:12:31+00:00,0
51,162,1,0,0,0,2024-11-21 01:12:29+00:00,0
513,40,1,0,0,0,2024-11-21 01:12:24+00:00,0
63,91,2,0,0,0,2024-11-21 01:12:25+00:00,0
3428,36,0,0,0,0,2024-11-21 01:11:18.343000+00:00,0
461,121,1,0,0,0,2024-11-21 01:12:22+00:00,0
1,47,1,0,0,0,2024-11-21 01:11:06.349000+00:00,0
747,18,0,0,0,0,2024-11-21 01:12:17.415000+00:00,0
132,50,1,0,0,0,2024-11-21 01:12:15+00:00,0
927,134,1,0,0,0,2024-11-21 01:11:39+00:00,0
4422,324,0,0,0,0,2024-11-21 01:12:12+00:00,1
59,227,2,0,0,0,2024-11-21 01:12:12+00:00,0
981,76,0,0,0,0,2024-11-21 01:12:02+00:00,0
1744,57,1,0,0,0,2024-11-21 01:12:07+00:00,0
25,303,1,0,0,0,2024-11-21 01:11:33+00:00,1
244981,273,1,0,0,0,2024-11-21 00:47:00+00:00,0
2303,187,1,0,0,0,2024-11-21 01:12:02.521000+00:00,0
456,351,0,0,0,0,2024-11-21 01:12:06+00:00,0
487,201,1,0,0,0,2024-11-21 01:12:04.371000+00:00,0
613,103,1,0,0,0,2024-11-21 01:18:14+00:00,0
1260,151,0,3,0,0,2024-11-21 01:18:17+00:00,0
666,194,0,0,0,0,2024-11-21 01:18:23+00:00,0
1260,134,0,2,0,0,2024-11-21 01:18:22+00:00,1
785,52,0,0,0,0,2024-11-21 01:18:24+00:00,0
1260,120,0,2,0,0,2024-11-21 01:18:10+00:00,1
994,74,0,1,0,0,2024-11-21 01:18:18+00:00,0
1358,81,1,0,0,0,2024-11-21 01:18:17.971000+00:00,0
55,201,0,5,0,1,2024-11-21 01:18:14+00:00,1
1260,298,0,11,0,0,2024-11-21 01:17:55+00:00,1
1260,80,0,1,0,0,2024-11-21 01:17:59+00:00,1
2260,210,0,0,0,0,2024-11-21 01:18:03+00:00,0
888,214,0,3,0,0,2024-11-21 01:18:07+00:00,1
1695,387,1,0,0,0,2024-11-21 01:18:03+00:00,0
2821,371,1,0,0,0,2024-11-21 01:18:01+00:00,0
209,185,0,0,0,0,2024-11-21 01:17:58+00:00,0
1260,303,0,6,0,0,2024-11-21 01:17:53+00:00,1
3428,57,1,0,0,0,2024-11-21 01:17:59.434000+00:00,0
532,66,1,0,0,0,2024-11-21 01:17:52+00:00,0
1260,121,0,2,0,0,2024-11-21 01:17:48+00:00,1
0,159,1,0,0,0,2024-11-21 01:17:49+00:00,0
3900,276,1,0,0,1,2024-11-21 01:17:47+00:00,1
1196,30,1,0,0,0,2024-11-21 01:17:49+00:00,0
1260,172,0,4,0,0,2024-11-21 01:17:42+00:00,1
376,280,1,0,0,0,2024-11-21 01:17:46+00:00,0
1477,47,0,0,0,0,2024-11-21 01:17:46+00:00,0
6,401,0,0,0,0,2024-11-21 01:17:45+00:00,0
6,396,0,0,0,0,2024-11-21 01:17:45+00:00,0
6,348,0,0,0,0,2024-11-21 01:17:45+00:00,0
1260,97,0,1,0,0,2024-11-21 01:17:40+00:00,1
64,115,3,0,0,0,2024-11-21 01:17:43+00:00,0
1358,97,1,0,0,0,2024-11-21 01:17:39.004000+00:00,0
504,101,1,0,0,0,2024-11-21 01:17:35+00:00,0
1260,100,0,1,0,1,2024-11-21 01:17:28+00:00,1
1260,270,0,11,0,1,2024-11-21 01:17:27+00:00,1
137,517,1,0,0,0,2024-11-20 22:31:24+00:00,0
5292,638,0,0,0,0,2024-11-21 01:17:24+00:00,1
1260,291,0,11,0,0,2024-11-21 01:17:22+00:00,1
383,278,0,5,0,1,2024-11-21 01:17:24+00:00,1
447,190,2,0,0,0,2024-11-21 01:17:24+00:00,0
262,127,3,0,0,0,2024-11-21 01:23:27+00:00,0
63,496,1,0,0,0,2024-11-21 01:23:28+00:00,0
0,256,0,13,0,1,2024-11-21 01:23:24+00:00,1
1,357,0,0,0,0,2024-11-21 01:23:10.287000+00:00,0
